File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001VNZ	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE												373965	Michael Snyder, Stanford	8c433880d36d2a0b9ffee991cba1904e		https://www.encodeproject.org/files/ENCFF001VNZ/@@download/ENCFF001VNZ.bed.gz	hg19			archived	mild to moderate bottlenecking, moderate library complexity	missing derived_from, biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF002CXJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE												207601	ENCODE Consortium Analysis Working Group	7ba84d9348d64c9aa4530e5b7b77c40e		https://www.encodeproject.org/files/ENCFF002CXJ/@@download/ENCFF002CXJ.bed.gz	hg19			archived	mild to moderate bottlenecking, moderate library complexity	missing derived_from, biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF097JMC	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF123YHB, ENCFF267XWV, ENCFF332BFE, ENCFF817VBY	2477891	ENCODE Processing Pipeline	cff121e3c1e381d27b3704b5dde68d1a		https://www.encodeproject.org/files/ENCFF097JMC/@@download/ENCFF097JMC.bed.gz	GRCh38			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF739OEE	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF123YHB, ENCFF267XWV, ENCFF332BFE	1057883	ENCODE Processing Pipeline	a56c1106500d5e5b6f9599fc8fa5c9e2		https://www.encodeproject.org/files/ENCFF739OEE/@@download/ENCFF739OEE.bed.gz	GRCh38			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF753UAY	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF123YHB, ENCFF332BFE, ENCFF817VBY	1031635	ENCODE Processing Pipeline	c85b2e820af8b6fabaec0539fd7cb899		https://www.encodeproject.org/files/ENCFF753UAY/@@download/ENCFF753UAY.bed.gz	GRCh38			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF009NXK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF097JMC, ENCFF419RSJ, ENCFF739OEE, ENCFF753UAY	163438	ENCODE Processing Pipeline	6f6bd74c9e69027ea71f11ea2266e469		https://www.encodeproject.org/files/ENCFF009NXK/@@download/ENCFF009NXK.bed.gz	GRCh38			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF897LDW	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF097JMC, ENCFF419RSJ, ENCFF739OEE, ENCFF753UAY	152894	ENCODE Processing Pipeline	51546032b6e853dda3d59c3856a8e7dc		https://www.encodeproject.org/files/ENCFF897LDW/@@download/ENCFF897LDW.bed.gz	GRCh38			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF113PMT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF180NNF, ENCFF193FRQ, ENCFF570JVX	159170	ENCODE Processing Pipeline	17bb2e1d538afdee207dfa2b58c5fa95		https://www.encodeproject.org/files/ENCFF113PMT/@@download/ENCFF113PMT.bed.gz	hg19			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF180NNF	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF408YZH, ENCFF679XFJ, ENCFF767RBF	1061408	ENCODE Processing Pipeline	5c9072fe36bd7389f2865e50f52d2cf5		https://www.encodeproject.org/files/ENCFF180NNF/@@download/ENCFF180NNF.bed.gz	hg19			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF193FRQ	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF198JIR, ENCFF408YZH, ENCFF679XFJ, ENCFF767RBF	2482503	ENCODE Processing Pipeline	21f7fdf7937f1054195cfa1370ae3445		https://www.encodeproject.org/files/ENCFF193FRQ/@@download/ENCFF193FRQ.bed.gz	hg19			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF570JVX	bed narrowPeak	peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF198JIR, ENCFF408YZH, ENCFF679XFJ	1050923	ENCODE Processing Pipeline	ca2172ab129944366ef6e528a0d83bcf		https://www.encodeproject.org/files/ENCFF570JVX/@@download/ENCFF570JVX.bed.gz	hg19			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF561PGE	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	ENCAB000AJD	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF180NNF, ENCFF193FRQ, ENCFF570JVX	153122	ENCODE Processing Pipeline	6971511950353396c05caf809bc2892f		https://www.encodeproject.org/files/ENCFF561PGE/@@download/ENCFF561PGE.bed.gz	hg19			released	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF692UXG	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				2							ENCFF332SVJ, ENCFF983RUX	5096786	ENCODE Processing Pipeline	f99d7704310b119804fde0f9e66e8957		https://www.encodeproject.org/files/ENCFF692UXG/@@download/ENCFF692UXG.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF933RQE	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1							ENCFF121DUE, ENCFF677BBS	5145493	ENCODE Processing Pipeline	11a191ad1719dfa3fd71f2ae995cf63c		https://www.encodeproject.org/files/ENCFF933RQE/@@download/ENCFF933RQE.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF775JQN	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF121DUE, ENCFF332SVJ, ENCFF677BBS, ENCFF983RUX	6525116	ENCODE Processing Pipeline	319a5a7cf20096c69ee770664e2d48b4		https://www.encodeproject.org/files/ENCFF775JQN/@@download/ENCFF775JQN.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF830UEH	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF419RSJ, ENCFF692UXG, ENCFF775JQN, ENCFF933RQE	120652	ENCODE Processing Pipeline	fa200eedc4e96c25daeacf1ebc412940		https://www.encodeproject.org/files/ENCFF830UEH/@@download/ENCFF830UEH.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF071NYD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF419RSJ, ENCFF692UXG, ENCFF775JQN, ENCFF933RQE	138537	ENCODE Processing Pipeline	529e27cb03d15bfeee667ecbcfc0a4bf		https://www.encodeproject.org/files/ENCFF071NYD/@@download/ENCFF071NYD.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption			
ENCFF616LVN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF175RNO, ENCFF373SQY, ENCFF472YHR	130606	ENCODE Processing Pipeline	b10e96e443b6ef583669219f71f72a11		https://www.encodeproject.org/files/ENCFF616LVN/@@download/ENCFF616LVN.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF175RNO	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF012IGR, ENCFF061QOJ, ENCFF527GGD, ENCFF578ISP	6524209	ENCODE Processing Pipeline	b006770fcaf5952edc18c06c66e6941d		https://www.encodeproject.org/files/ENCFF175RNO/@@download/ENCFF175RNO.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF472YHR	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				2							ENCFF061QOJ, ENCFF527GGD	5360673	ENCODE Processing Pipeline	3eef564b1fbc3ea5f95219df16d69765		https://www.encodeproject.org/files/ENCFF472YHR/@@download/ENCFF472YHR.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF373SQY	bed narrowPeak	peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1							ENCFF012IGR, ENCFF578ISP	5147423	ENCODE Processing Pipeline	73a37eb0fe3c63684da32b63ebfb2efc		https://www.encodeproject.org/files/ENCFF373SQY/@@download/ENCFF373SQY.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF522LWR	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FCB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	ENCAB000BSE	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF175RNO, ENCFF373SQY, ENCFF472YHR	116149	ENCODE Processing Pipeline	834438d958584db57bb090e19d02c420		https://www.encodeproject.org/files/ENCFF522LWR/@@download/ENCFF522LWR.bed.gz	hg19			released	low read depth, antibody characterized with exemption			
ENCFF716GBZ	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1							ENCFF335IPE, ENCFF592VTW	4513228	ENCODE Processing Pipeline	38f599db4f85e1edafe6c586428f50b8		https://www.encodeproject.org/files/ENCFF716GBZ/@@download/ENCFF716GBZ.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF554XAI	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				2							ENCFF295KFF, ENCFF879OQC	4855004	ENCODE Processing Pipeline	98de65987c0e66bbad86c88c52ff043c		https://www.encodeproject.org/files/ENCFF554XAI/@@download/ENCFF554XAI.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF826WTJ	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF295KFF, ENCFF335IPE, ENCFF592VTW, ENCFF879OQC	6109573	ENCODE Processing Pipeline	852cdd025106af4eb8bcf0df3f208109		https://www.encodeproject.org/files/ENCFF826WTJ/@@download/ENCFF826WTJ.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF318KNL	bed narrowPeak	conservative idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF554XAI, ENCFF716GBZ, ENCFF826WTJ	43370	ENCODE Processing Pipeline	157b035e43c352e9bbe632cf1cac3cb2		https://www.encodeproject.org/files/ENCFF318KNL/@@download/ENCFF318KNL.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF985TSH	bed narrowPeak	optimal idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF554XAI, ENCFF716GBZ, ENCFF826WTJ	53139	ENCODE Processing Pipeline	5d034408cc2d73bb6d706caeaaeeb6ae		https://www.encodeproject.org/files/ENCFF985TSH/@@download/ENCFF985TSH.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF916KLD	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				2							ENCFF295KFF, ENCFF879OQC	5050350	ENCODE Processing Pipeline	d8a3931ec7358fc3503f9890169714fb		https://www.encodeproject.org/files/ENCFF916KLD/@@download/ENCFF916KLD.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF405AOP	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1							ENCFF335IPE, ENCFF592VTW	4718152	ENCODE Processing Pipeline	66a344d1223b1829dba0c2f3c5e1cc85		https://www.encodeproject.org/files/ENCFF405AOP/@@download/ENCFF405AOP.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF085MZN	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF295KFF, ENCFF335IPE, ENCFF592VTW, ENCFF879OQC	6265867	ENCODE Processing Pipeline	04b57985a2d895f62d03391011084640		https://www.encodeproject.org/files/ENCFF085MZN/@@download/ENCFF085MZN.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF263ZGK	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1							ENCFF156FED, ENCFF623PVZ	3925957	ENCODE Processing Pipeline	dc36f3209359a1374c927d8e3a759431		https://www.encodeproject.org/files/ENCFF263ZGK/@@download/ENCFF263ZGK.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF640KEE	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				2							ENCFF405EME, ENCFF577FNG	4805387	ENCODE Processing Pipeline	47e0dffe82e992e006d488a2a361640e		https://www.encodeproject.org/files/ENCFF640KEE/@@download/ENCFF640KEE.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF048AYA	bed narrowPeak	peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF156FED, ENCFF405EME, ENCFF577FNG, ENCFF623PVZ	5992781	ENCODE Processing Pipeline	4b4dea4e62cefbb636697aa4cbefad4c		https://www.encodeproject.org/files/ENCFF048AYA/@@download/ENCFF048AYA.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF777MYW	bed narrowPeak	optimal idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF048AYA, ENCFF263ZGK, ENCFF419RSJ, ENCFF640KEE	53894	ENCODE Processing Pipeline	003e9a52b0eec20cf37812002d52be38		https://www.encodeproject.org/files/ENCFF777MYW/@@download/ENCFF777MYW.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF869JTA	bed narrowPeak	conservative idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF048AYA, ENCFF263ZGK, ENCFF419RSJ, ENCFF640KEE	43284	ENCODE Processing Pipeline	81e2776d6b285184b32b8897dab11d2b		https://www.encodeproject.org/files/ENCFF869JTA/@@download/ENCFF869JTA.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF708WDH	bed narrowPeak	conservative idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF085MZN, ENCFF405AOP, ENCFF916KLD	36945	ENCODE Processing Pipeline	8a05d236c3a99789165ed12aa6b2c599		https://www.encodeproject.org/files/ENCFF708WDH/@@download/ENCFF708WDH.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF890YEO	bed narrowPeak	optimal idr thresholded peaks	ENCSR815ZDS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SREBF1-human	ENCAB000ALC	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF085MZN, ENCFF405AOP, ENCFF916KLD	46140	ENCODE Processing Pipeline	c0e06ca08ca05f128423079002568224		https://www.encodeproject.org/files/ENCFF890YEO/@@download/ENCFF890YEO.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, antibody characterized with exemption			
ENCFF993AXA	bed narrowPeak	peaks	ENCSR213VUI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TRIM25-human	ENCAB562YGS	DNA					False	2016-10-31	ENCODE				1							ENCFF209NVH, ENCFF581ZJL	6589416	ENCODE Processing Pipeline	09f40e73aa3aacccc6e11cc03b216863		https://www.encodeproject.org/files/ENCFF993AXA/@@download/ENCFF993AXA.bed.gz	hg19			released	borderline replicate concordance			
ENCFF629PBS	bed narrowPeak	peaks	ENCSR213VUI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TRIM25-human	ENCAB562YGS	DNA					False	2016-10-31	ENCODE				2							ENCFF537SUS, ENCFF581ZJL	6737537	ENCODE Processing Pipeline	32fd453d458d08a55581dd51695123e9		https://www.encodeproject.org/files/ENCFF629PBS/@@download/ENCFF629PBS.bed.gz	hg19			released	borderline replicate concordance			
